"OrderID","ProductID","UnitPrice","Quantity","Discount"
"10557","75","7.75000","20","0"
"10558","47","9.50000","25","0"
"10558","51","53.00000","20","0"
"10558","52","7.00000","30","0"
"10558","53","32.80000","18","0"
"10558","73","15.00000","3","0"
"10559","41","9.65000","12","0.05"
"10559","55","24.00000","18","0.05"
"10560","30","25.89000","20","0"
"10560","62","49.30000","15","0.25"
"10561","44","19.45000","10","0"
"10561","51","53.00000","50","0"
"10562","33","2.50000","20","0.1"
