"OrderID","CustomerID","EmployeeID","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry"
"10385","SPLIR","1","2014-12-17 19:00:00","2015-01-14 00:00:00","2014-12-23 00:00:00","2","30.96000","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
"10386","FAMIA","9","2014-12-18 11:00:00","2015-01-01 00:00:00","2014-12-25 00:00:00","3","13.99000","Familia Arquibaldo","Rua OrÛs, 92","Sao Paulo","SP","05442-030","Brazil"
"10387","SANTG","1","2014-12-18 14:00:00","2015-01-15 00:00:00","2014-12-20 00:00:00","2","93.63000","SantÈ Gourmet","Erling Skakkes gate 78","Staver",NULL,"4110","Norway"
"10388","SEVES","2","2014-12-19 02:00:00","2015-01-16 00:00:00","2014-12-20 00:00:00","1","34.86000","Seven Seas Imports","90 Wadhurst Rd.","Londo",NULL,"OX15 4NB","UK"
"10389","BOTTM","4","2014-12-20 18:00:00","2015-01-17 00:00:00","2014-12-24 00:00:00","2","47.42000","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawasse","BC","T2F 8M4","Canada"
"10390","ERNSH","6","2014-12-23 05:00:00","2015-01-20 00:00:00","2014-12-26 00:00:00","1","126.38000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10391","DRACD","3","2014-12-23 02:00:00","2015-01-20 00:00:00","2014-12-31 00:00:00","3","5.45000","Drachenblut Delikatesse","Walserweg 21","Aache",NULL,"52066","Germany"
"10392","PICCO","2","2014-12-24 04:00:00","2015-01-21 00:00:00","2015-01-01 00:00:00","3","122.46000","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria"
"10393","SAVEA","1","2014-12-25 15:00:00","2015-01-22 00:00:00","2015-01-03 00:00:00","3","126.56000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10394","HUNGC","1","2014-12-25 12:00:00","2015-01-22 00:00:00","2015-01-03 00:00:00","3","30.34000","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgi","OR","97827","USA"
"10395","HILAA","6","2014-12-26 16:00:00","2015-01-23 00:00:00","2015-01-03 00:00:00","1","184.41000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10396","FRANK","1","2014-12-27 00:00:00","2015-01-10 00:00:00","2015-01-06 00:00:00","3","135.35000","Frankenversand","Berliner Platz 43","M¸nche",NULL,"80805","Germany"
"10397","PRINI","5","2014-12-27 17:00:00","2015-01-24 00:00:00","2015-01-02 00:00:00","1","60.26000","Princesa Isabel Vinhos","Estrada da sa˙de n. 58","Lisboa",NULL,"1756","Portugal"
"10398","SAVEA","2","2014-12-30 13:00:00","2015-01-27 00:00:00","2015-01-09 00:00:00","3","89.16000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10399","VAFFE","8","2014-12-31 00:00:00","2015-01-14 00:00:00","2015-01-08 00:00:00","3","27.36000","Vaffeljernet","Smagsloget 45","≈rhus",NULL,"8200","Denmark"
"10400","EASTC","1","2015-01-01 21:00:00","2015-01-29 00:00:00","2015-01-16 00:00:00","3","83.93000","Eastern Connectio","35 King George","Londo",NULL,"WX3 6FW","UK"
"10401","RATTC","1","2015-01-01 15:00:00","2015-01-29 00:00:00","2015-01-10 00:00:00","1","12.51000","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10402","ERNSH","8","2015-01-02 18:00:00","2015-02-13 00:00:00","2015-01-10 00:00:00","2","67.88000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10403","ERNSH","4","2015-01-03 01:00:00","2015-01-31 00:00:00","2015-01-09 00:00:00","3","73.79000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10404","MAGAA","2","2015-01-03 21:00:00","2015-01-31 00:00:00","2015-01-08 00:00:00","1","155.97000","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy"
"10405","LINOD","1","2015-01-06 01:00:00","2015-02-03 00:00:00","2015-01-22 00:00:00","1","34.82000","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10406","QUEE","7","2015-01-07 18:00:00","2015-02-18 00:00:00","2015-01-13 00:00:00","1","108.04000","Queen Cozinha","Alameda dos Can‡rios, 891","Sao Paulo","SP","05487-020","Brazil"
"10407","OTTIK","2","2015-01-07 21:00:00","2015-02-04 00:00:00","2015-01-30 00:00:00","2","91.48000","Ottilies K‰selade","Mehrheimerstr. 369","Kˆl",NULL,"50739","Germany"
"10408","FOLIG","8","2015-01-08 18:00:00","2015-02-05 00:00:00","2015-01-14 00:00:00","1","11.26000","Folies gourmandes","184, chaussÈe de Tournai","Lille",NULL,"59000","France"
"10409","OCEA","3","2015-01-09 08:00:00","2015-02-06 00:00:00","2015-01-14 00:00:00","1","29.83000","OcÈano Atl·ntico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina"
"10410","BOTTM","3","2015-01-10 18:00:00","2015-02-07 00:00:00","2015-01-15 00:00:00","3","2.40000","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawasse","BC","T2F 8M4","Canada"
"10411","BOTTM","9","2015-01-10 21:00:00","2015-02-07 00:00:00","2015-01-21 00:00:00","3","23.65000","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawasse","BC","T2F 8M4","Canada"
"10412","WARTH","8","2015-01-13 20:00:00","2015-02-10 00:00:00","2015-01-15 00:00:00","2","3.77000","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland"
"10413","LAMAI","3","2015-01-14 22:00:00","2015-02-11 00:00:00","2015-01-16 00:00:00","2","95.66000","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France"
"10414","FAMIA","2","2015-01-14 22:00:00","2015-02-11 00:00:00","2015-01-17 00:00:00","3","21.48000","Familia Arquibaldo","Rua OrÛs, 92","Sao Paulo","SP","05442-030","Brazil"
"10415","HUNGC","3","2015-01-15 22:00:00","2015-02-12 00:00:00","2015-01-24 00:00:00","1","0.20000","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgi","OR","97827","USA"
"10416","WARTH","8","2015-01-16 11:00:00","2015-02-13 00:00:00","2015-01-27 00:00:00","3","22.72000","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland"
"10417","SIMOB","4","2015-01-16 07:00:00","2015-02-13 00:00:00","2015-01-28 00:00:00","3","70.29000","Simons bistro","VinbÊltet 34","Kobenhav",NULL,"1734","Denmark"
"10418","QUICK","4","2015-01-17 16:00:00","2015-02-14 00:00:00","2015-01-24 00:00:00","1","17.55000","QUICK-Stop","Taucherstraﬂe 10","Cunewalde",NULL,"01307","Germany"
"10419","RICSU","4","2015-01-20 18:00:00","2015-02-17 00:00:00","2015-01-30 00:00:00","2","137.35000","Richter Supermarkt","Starenweg 5","GenËve",NULL,"1204","Switzerland"
"10420","WELLI","3","2015-01-21 08:00:00","2015-02-18 00:00:00","2015-01-27 00:00:00","1","44.12000","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"10421","QUEDE","8","2015-01-21 20:00:00","2015-03-04 00:00:00","2015-01-27 00:00:00","1","99.23000","Que DelÌcia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"10422","FRANS","2","2015-01-22 05:00:00","2015-02-19 00:00:00","2015-01-31 00:00:00","1","3.02000","Franchi S.p.A.","Via Monte Bianco 34","Torino",NULL,"10100","Italy"
"10423","GOURL","6","2015-01-23 01:00:00","2015-02-06 00:00:00","2015-02-24 00:00:00","3","24.50000","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"10424","MEREP","7","2015-01-23 20:00:00","2015-02-20 00:00:00","2015-01-27 00:00:00","2","370.61000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10425","LAMAI","6","2015-01-24 12:00:00","2015-02-21 00:00:00","2015-02-14 00:00:00","2","7.93000","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France"
"10426","GALED","4","2015-01-27 08:00:00","2015-02-24 00:00:00","2015-02-06 00:00:00","1","18.69000","GalerÌa del gastronÛmo","Rambla de CataluÒa, 23","Barcelona",NULL,"8022","Spai"
"10427","PICCO","4","2015-01-27 06:00:00","2015-02-24 00:00:00","2015-03-03 00:00:00","2","31.29000","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria"
"10428","REGGC","7","2015-01-28 08:00:00","2015-02-25 00:00:00","2015-02-04 00:00:00","1","11.09000","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy"
"10429","HUNGO","3","2015-01-29 00:00:00","2015-03-12 00:00:00","2015-02-07 00:00:00","2","56.63000","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland"
"10430","ERNSH","4","2015-01-30 09:00:00","2015-02-13 00:00:00","2015-02-03 00:00:00","1","458.78000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10431","BOTTM","4","2015-01-30 12:00:00","2015-02-13 00:00:00","2015-02-07 00:00:00","2","44.17000","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawasse","BC","T2F 8M4","Canada"
"10432","SPLIR","3","2015-01-31 00:00:00","2015-02-14 00:00:00","2015-02-07 00:00:00","2","4.34000","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
"10433","PRINI","3","2015-02-03 09:00:00","2015-03-03 00:00:00","2015-03-04 00:00:00","3","73.83000","Princesa Isabel Vinhos","Estrada da sa˙de n. 58","Lisboa",NULL,"1756","Portugal"
"10434","FOLKO","3","2015-02-03 21:00:00","2015-03-03 00:00:00","2015-02-13 00:00:00","2","17.92000","Folk och f‰ HB","≈kergatan 24","Br‰cke",NULL,"S-844 67","Swede"
"10435","CONSH","8","2015-02-04 20:00:00","2015-03-18 00:00:00","2015-02-07 00:00:00","2","9.21000","Consolidated Holdings","Berkeley Gardens 12  Brewery","Londo",NULL,"WX1 6LT","UK"
"10436","BLONP","3","2015-02-05 19:00:00","2015-03-05 00:00:00","2015-02-11 00:00:00","2","156.66000","Blondel pËre et fils","24, place KlÈber","Strasbourg",NULL,"67000","France"
"10437","WARTH","8","2015-02-05 14:00:00","2015-03-05 00:00:00","2015-02-12 00:00:00","1","19.97000","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland"
"10438","TOMSP","3","2015-02-06 21:00:00","2015-03-06 00:00:00","2015-02-14 00:00:00","2","8.24000","Toms Spezialit‰te","Luisenstr. 48","M¸nster",NULL,"44087","Germany"
"10439","MEREP","6","2015-02-07 10:00:00","2015-03-07 00:00:00","2015-02-10 00:00:00","3","4.07000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10440","SAVEA","4","2015-02-10 15:00:00","2015-03-10 00:00:00","2015-02-28 00:00:00","2","86.53000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10441","OLDWO","3","2015-02-10 16:00:00","2015-03-24 00:00:00","2015-03-14 00:00:00","2","73.02000","Old World Delicatesse","2743 Bering St.","Anchorage","AK","99508","USA"
"10442","ERNSH","3","2015-02-11 03:00:00","2015-03-11 00:00:00","2015-02-18 00:00:00","2","47.94000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10443","REGGC","8","2015-02-12 01:00:00","2015-03-12 00:00:00","2015-02-14 00:00:00","1","13.95000","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy"
"10444","BERGS","3","2015-02-12 11:00:00","2015-03-12 00:00:00","2015-02-21 00:00:00","3","3.50000","Berglunds snabbkˆp","Berguvsv‰gen  8","LuleÂ",NULL,"S-958 22","Swede"
"10445","BERGS","3","2015-02-13 20:00:00","2015-03-13 00:00:00","2015-02-20 00:00:00","1","9.30000","Berglunds snabbkˆp","Berguvsv‰gen  8","LuleÂ",NULL,"S-958 22","Swede"
"10446","TOMSP","6","2015-02-14 00:00:00","2015-03-14 00:00:00","2015-02-19 00:00:00","1","14.68000","Toms Spezialit‰te","Luisenstr. 48","M¸nster",NULL,"44087","Germany"
"10447","RICAR","4","2015-02-14 07:00:00","2015-03-14 00:00:00","2015-03-07 00:00:00","2","68.66000","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10448","RANCH","4","2015-02-17 10:00:00","2015-03-17 00:00:00","2015-02-24 00:00:00","2","38.82000","Rancho grande","Av. del Libertador 900","Buenos Aires",NULL,"1010","Argentina"
"10449","BLONP","3","2015-02-18 13:00:00","2015-03-18 00:00:00","2015-02-27 00:00:00","2","53.30000","Blondel pËre et fils","24, place KlÈber","Strasbourg",NULL,"67000","France"
"10450","VICTE","8","2015-02-19 20:00:00","2015-03-19 00:00:00","2015-03-11 00:00:00","2","7.23000","Victuailles en stock","2, rue du Commerce","Lyo",NULL,"69004","France"
"10451","QUICK","4","2015-02-19 08:00:00","2015-03-05 00:00:00","2015-03-12 00:00:00","3","189.09000","QUICK-Stop","Taucherstraﬂe 10","Cunewalde",NULL,"01307","Germany"
"10452","SAVEA","8","2015-02-20 13:00:00","2015-03-20 00:00:00","2015-02-26 00:00:00","1","140.26000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10453","AROUT","1","2015-02-21 17:00:00","2015-03-21 00:00:00","2015-02-26 00:00:00","2","25.36000","Around the Hor","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"10454","LAMAI","4","2015-02-21 21:00:00","2015-03-21 00:00:00","2015-02-25 00:00:00","3","2.74000","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France"
"10455","WARTH","8","2015-02-24 11:00:00","2015-04-07 00:00:00","2015-03-03 00:00:00","2","180.45000","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland"
"10456","KOENE","8","2015-02-25 18:00:00","2015-04-08 00:00:00","2015-02-28 00:00:00","2","8.12000","Kˆniglich Esse","Maubelstr. 90","Brandenburg",NULL,"14776","Germany"
"10457","KOENE","2","2015-02-25 19:00:00","2015-03-25 00:00:00","2015-03-03 00:00:00","1","11.57000","Kˆniglich Esse","Maubelstr. 90","Brandenburg",NULL,"14776","Germany"
"10458","SUPRD","7","2015-02-26 00:00:00","2015-03-26 00:00:00","2015-03-04 00:00:00","3","147.06000","SuprÍmes dÈlices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium"
"10459","VICTE","4","2015-02-27 13:00:00","2015-03-27 00:00:00","2015-02-28 00:00:00","2","25.09000","Victuailles en stock","2, rue du Commerce","Lyo",NULL,"69004","France"
"10460","FOLKO","8","2015-02-28 00:00:00","2015-03-28 00:00:00","2015-03-03 00:00:00","1","16.27000","Folk och f‰ HB","≈kergatan 24","Br‰cke",NULL,"S-844 67","Swede"
"10461","LILAS","1","2015-02-28 00:00:00","2015-03-28 00:00:00","2015-03-05 00:00:00","3","148.61000","LILA-Supermercado","Carrera 52 con Ave. BolÌvar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10462","CONSH","2","2015-03-03 08:00:00","2015-03-31 00:00:00","2015-03-18 00:00:00","1","6.17000","Consolidated Holdings","Berkeley Gardens 12  Brewery","Londo",NULL,"WX1 6LT","UK"
"10463","SUPRD","5","2015-03-04 13:00:00","2015-04-01 00:00:00","2015-03-06 00:00:00","3","14.78000","SuprÍmes dÈlices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium"
"10464","FURIB","4","2015-03-04 15:00:00","2015-04-01 00:00:00","2015-03-14 00:00:00","2","89.00000","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal"
"10465","VAFFE","1","2015-03-05 08:00:00","2015-04-02 00:00:00","2015-03-14 00:00:00","3","145.04000","Vaffeljernet","Smagsloget 45","≈rhus",NULL,"8200","Denmark"
"10466","COMMI","4","2015-03-06 01:00:00","2015-04-03 00:00:00","2015-03-13 00:00:00","1","11.93000","ComÈrcio Mineiro","Av. dos LusÌadas, 23","Sao Paulo","SP","05432-043","Brazil"
"10467","MAGAA","8","2015-03-06 01:00:00","2015-04-03 00:00:00","2015-03-11 00:00:00","2","4.93000","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy"
"10468","KOENE","3","2015-03-07 03:00:00","2015-04-04 00:00:00","2015-03-12 00:00:00","3","44.12000","Kˆniglich Esse","Maubelstr. 90","Brandenburg",NULL,"14776","Germany"
"10469","WHITC","1","2015-03-10 20:00:00","2015-04-07 00:00:00","2015-03-14 00:00:00","1","60.18000","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10470","BONAP","4","2015-03-11 02:00:00","2015-04-08 00:00:00","2015-03-14 00:00:00","2","64.56000","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France"
"10471","BSBEV","2","2015-03-11 06:00:00","2015-04-08 00:00:00","2015-03-18 00:00:00","3","45.59000","B's Beverages","Fauntleroy Circus","Londo",NULL,"EC2 5NT","UK"
"10472","SEVES","8","2015-03-12 01:00:00","2015-04-09 00:00:00","2015-03-19 00:00:00","1","4.20000","Seven Seas Imports","90 Wadhurst Rd.","Londo",NULL,"OX15 4NB","UK"
"10473","ISLAT","1","2015-03-13 06:00:00","2015-03-27 00:00:00","2015-03-21 00:00:00","3","16.37000","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"10474","PERIC","5","2015-03-13 16:00:00","2015-04-10 00:00:00","2015-03-21 00:00:00","2","83.49000","Pericles Comidas cl·sicas","Calle Dr. Jorge Cash 321","MÈxico D.F.",NULL,"05033","Mexico"
"10475","SUPRD","9","2015-03-14 11:00:00","2015-04-11 00:00:00","2015-04-04 00:00:00","1","68.52000","SuprÍmes dÈlices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium"
"10476","HILAA","8","2015-03-17 00:00:00","2015-04-14 00:00:00","2015-03-24 00:00:00","3","4.41000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10477","PRINI","5","2015-03-17 02:00:00","2015-04-14 00:00:00","2015-03-25 00:00:00","2","13.02000","Princesa Isabel Vinhos","Estrada da sa˙de n. 58","Lisboa",NULL,"1756","Portugal"
"10478","VICTE","2","2015-03-18 20:00:00","2015-04-01 00:00:00","2015-03-26 00:00:00","3","4.81000","Victuailles en stock","2, rue du Commerce","Lyo",NULL,"69004","France"
"10479","RATTC","3","2015-03-19 01:00:00","2015-04-16 00:00:00","2015-03-21 00:00:00","3","708.95000","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"10480","FOLIG","6","2015-03-20 11:00:00","2015-04-17 00:00:00","2015-03-24 00:00:00","2","1.35000","Folies gourmandes","184, chaussÈe de Tournai","Lille",NULL,"59000","France"
"10481","RICAR","8","2015-03-20 17:00:00","2015-04-17 00:00:00","2015-03-25 00:00:00","2","64.33000","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"10482","LAZYK","1","2015-03-21 02:00:00","2015-04-18 00:00:00","2015-04-10 00:00:00","3","7.48000","Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","WA","99362","USA"
"10483","WHITC","7","2015-03-24 07:00:00","2015-04-21 00:00:00","2015-04-25 00:00:00","2","15.28000","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10484","BSBEV","3","2015-03-24 17:00:00","2015-04-21 00:00:00","2015-04-01 00:00:00","3","6.88000","B's Beverages","Fauntleroy Circus","Londo",NULL,"EC2 5NT","UK"
"10485","LINOD","4","2015-03-25 17:00:00","2015-04-08 00:00:00","2015-03-31 00:00:00","2","64.45000","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"10486","HILAA","1","2015-03-26 17:00:00","2015-04-23 00:00:00","2015-04-02 00:00:00","2","30.53000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10487","QUEE","2","2015-03-26 21:00:00","2015-04-23 00:00:00","2015-03-28 00:00:00","2","71.07000","Queen Cozinha","Alameda dos Can‡rios, 891","Sao Paulo","SP","05487-020","Brazil"
"10488","FRANK","8","2015-03-27 01:00:00","2015-04-24 00:00:00","2015-04-02 00:00:00","2","4.93000","Frankenversand","Berliner Platz 43","M¸nche",NULL,"80805","Germany"
"10489","PICCO","6","2015-03-28 06:00:00","2015-04-25 00:00:00","2015-04-09 00:00:00","2","5.29000","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria"
"10490","HILAA","7","2015-03-31 00:00:00","2015-04-28 00:00:00","2015-04-03 00:00:00","2","210.19000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10491","FURIB","8","2015-03-31 00:00:00","2015-04-28 00:00:00","2015-04-08 00:00:00","3","16.96000","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal"
"10492","BOTTM","3","2015-04-01 07:00:00","2015-04-29 00:00:00","2015-04-11 00:00:00","1","62.89000","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawasse","BC","T2F 8M4","Canada"
"10493","LAMAI","4","2015-04-02 22:00:00","2015-04-30 00:00:00","2015-04-10 00:00:00","3","10.64000","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France"
"10494","COMMI","4","2015-04-02 05:00:00","2015-04-30 00:00:00","2015-04-09 00:00:00","2","65.99000","ComÈrcio Mineiro","Av. dos LusÌadas, 23","Sao Paulo","SP","05432-043","Brazil"
"10495","LAUGB","3","2015-04-03 01:00:00","2015-05-01 00:00:00","2015-04-11 00:00:00","3","4.65000","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
"10496","TRADH","7","2015-04-04 03:00:00","2015-05-02 00:00:00","2015-04-07 00:00:00","2","46.77000","TradiÁao Hipermercados","Av. InÍs de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
"10497","LEHMS","7","2015-04-04 22:00:00","2015-05-02 00:00:00","2015-04-07 00:00:00","1","36.21000","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany"
"10498","HILAA","8","2015-04-07 00:00:00","2015-05-05 00:00:00","2015-04-11 00:00:00","2","29.75000","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San CristÛbal","T·chira","5022","Venezuela"
"10499","LILAS","4","2015-04-08 11:00:00","2015-05-06 00:00:00","2015-04-16 00:00:00","2","102.02000","LILA-Supermercado","Carrera 52 con Ave. BolÌvar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"10500","LAMAI","6","2015-04-09 21:00:00","2015-05-07 00:00:00","2015-04-17 00:00:00","1","42.68000","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France"
"10501","BLAUS","9","2015-04-09 19:00:00","2015-05-07 00:00:00","2015-04-16 00:00:00","3","8.85000","Blauer See Delikatesse","Forsterstr. 57","Mannheim",NULL,"68306","Germany"
"10502","PERIC","2","2015-04-10 10:00:00","2015-05-08 00:00:00","2015-04-29 00:00:00","1","69.32000","Pericles Comidas cl·sicas","Calle Dr. Jorge Cash 321","MÈxico D.F.",NULL,"05033","Mexico"
"10503","HUNGO","6","2015-04-11 21:00:00","2015-05-09 00:00:00","2015-04-16 00:00:00","2","16.74000","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland"
"10504","WHITC","4","2015-04-11 00:00:00","2015-05-09 00:00:00","2015-04-18 00:00:00","3","59.13000","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"10505","MEREP","3","2015-04-14 11:00:00","2015-05-12 00:00:00","2015-04-21 00:00:00","3","7.13000","MËre Paillarde","43 rue St. Laurent","MontrÈal","QuÈbec","H1J 1C3","Canada"
"10506","KOENE","9","2015-04-15 06:00:00","2015-05-13 00:00:00","2015-05-02 00:00:00","2","21.19000","Kˆniglich Esse","Maubelstr. 90","Brandenburg",NULL,"14776","Germany"
"10507","ANTO","7","2015-04-15 05:00:00","2015-05-13 00:00:00","2015-04-22 00:00:00","1","47.45000","Antonio Moreno TaquerÌa","Mataderos  2312","MÈxico D.F.",NULL,"05023","Mexico"
"10508","OTTIK","1","2015-04-16 18:00:00","2015-05-14 00:00:00","2015-05-13 00:00:00","2","4.99000","Ottilies K‰selade","Mehrheimerstr. 369","Kˆl",NULL,"50739","Germany"
"10509","BLAUS","4","2015-04-17 22:00:00","2015-05-15 00:00:00","2015-04-29 00:00:00","1","0.15000","Blauer See Delikatesse","Forsterstr. 57","Mannheim",NULL,"68306","Germany"
"10510","SAVEA","6","2015-04-18 22:00:00","2015-05-16 00:00:00","2015-04-28 00:00:00","3","367.63000","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"10511","BONAP","4","2015-04-18 01:00:00","2015-05-16 00:00:00","2015-04-21 00:00:00","3","350.64000","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France"
"10512","FAMIA","7","2015-04-21 08:00:00","2015-05-19 00:00:00","2015-04-24 00:00:00","2","3.53000","Familia Arquibaldo","Rua OrÛs, 92","Sao Paulo","SP","05442-030","Brazil"
"10513","WANDK","7","2015-04-22 05:00:00","2015-06-03 00:00:00","2015-04-28 00:00:00","1","105.65000","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany"
"10514","ERNSH","3","2015-04-22 08:00:00","2015-05-20 00:00:00","2015-05-16 00:00:00","2","789.95000","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria"
"10515","QUICK","2","2015-04-23 17:00:00","2015-05-07 00:00:00","2015-05-23 00:00:00","1","204.47000","QUICK-Stop","Taucherstraﬂe 10","Cunewalde",NULL,"01307","Germany"
"10516","HUNGO","2","2015-04-24 06:00:00","2015-05-22 00:00:00","2015-05-01 00:00:00","3","62.78000","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland"
"10517","NORTS","3","2015-04-24 08:00:00","2015-05-22 00:00:00","2015-04-29 00:00:00","3","32.07000","North/South","South House 300 Queensbridge","Londo",NULL,"SW7 1RZ","UK"
"10518","TORTU","4","2015-04-25 13:00:00","2015-05-09 00:00:00","2015-05-05 00:00:00","2","218.15000","Tortuga Restaurante","Avda. Azteca 123","MÈxico D.F.",NULL,"05033","Mexico"
"10519","CHOPS","6","2015-04-28 06:00:00","2015-05-26 00:00:00","2015-05-01 00:00:00","3","91.76000","Chop-suey Chinese","Hauptstr. 31","Ber",NULL,"3012","Switzerland"
"10520","SANTG","7","2015-04-29 08:00:00","2015-05-27 00:00:00","2015-05-01 00:00:00","1","13.37000","SantÈ Gourmet","Erling Skakkes gate 78","Staver",NULL,"4110","Norway"
"10521","CACTU","8","2015-04-29 17:00:00","2015-05-27 00:00:00","2015-05-02 00:00:00","2","17.22000","Cactus Comidas para llevar","Cerrito 333","Buenos Aires",NULL,"1010","Argentina"
